"Year","Month","GEO","Value","Type"
2006," Feb","Greater Quebec City"," $85.89","Revenue per Available Room"
2006," Feb","Moncton"," $61.99","Revenue per Available Room"
2006," Feb","Halifax/Dartmouth"," $60.71","Revenue per Available Room"
2006," Feb","St. Johns"," $53.68","Revenue per Available Room"
2006," Mar","Montreal Airport/Laval"," $69.15","Revenue per Available Room"
2006," Mar","Greater Quebec City"," $56.62","Revenue per Available Room"
2006," Mar","Moncton"," $74.34","Revenue per Available Room"
2006," Mar","Halifax/Dartmouth"," $70.5","Revenue per Available Room"
2006," Mar","St. Johns"," $57.52","Revenue per Available Room"
2006," Apr","Montreal Airport/Laval"," $68.49","Revenue per Available Room"
2006," Apr","Greater Quebec City"," $61.99","Revenue per Available Room"
2006," Apr","Moncton"," $65.12","Revenue per Available Room"
2006," Apr","Halifax/Dartmouth"," $73.86","Revenue per Available Room"
2006," Apr","St. Johns"," $56.65","Revenue per Available Room"
2006," May","Montreal Airport/Laval"," $83.35","Revenue per Available Room"
2006," May","Greater Quebec City"," $105.01","Revenue per Available Room"
2006," May","Moncton"," $85.72","Revenue per Available Room"
2006," May","Halifax/Dartmouth"," $95.1","Revenue per Available Room"
2006," May","St. Johns"," $87.15","Revenue per Available Room"
2006," Jun","Montreal Airport/Laval"," $95.47","Revenue per Available Room"
2006," Jun","Greater Quebec City"," $113.68","Revenue per Available Room"
2006," Jun","Moncton"," $71.3","Revenue per Available Room"
2006," Jun","Halifax/Dartmouth"," $109.78","Revenue per Available Room"
2006," Jun","St. Johns"," $117.51","Revenue per Available Room"
2006," Jul","Montreal Airport/Laval"," $79.24","Revenue per Available Room"
2006," Jul","Greater Quebec City"," $116.83","Revenue per Available Room"
2006," Jul","Moncton"," $84.73","Revenue per Available Room"
2006," Jul","Halifax/Dartmouth"," $100.64","Revenue per Available Room"
2006," Jul","St. Johns"," $109.93","Revenue per Available Room"
2006," Aug","Montreal Airport/Laval"," $81.57","Revenue per Available Room"
2006," Aug","Greater Quebec City"," $128.98","Revenue per Available Room"
2006," Aug","Moncton"," $100.62","Revenue per Available Room"
2006," Aug","Halifax/Dartmouth"," $111.2","Revenue per Available Room"
2006," Aug","St. Johns"," $117.47","Revenue per Available Room"
2006," Sep","Montreal Airport/Laval"," $81.17","Revenue per Available Room"
2006," Sep","Greater Quebec City"," $118.23","Revenue per Available Room"
2006," Sep","Moncton"," $83.63","Revenue per Available Room"
2006," Sep","Halifax/Dartmouth"," $126.75","Revenue per Available Room"
2006," Sep","St. Johns"," $100.12","Revenue per Available Room"
2006," Oct","Montreal Airport/Laval"," $77.68","Revenue per Available Room"
2006," Oct","Greater Quebec City"," $107.15","Revenue per Available Room"
2006," Oct","Moncton"," $65.92","Revenue per Available Room"
2006," Oct","Halifax/Dartmouth"," $98.07","Revenue per Available Room"
2006," Oct","St. Johns"," $79.87","Revenue per Available Room"
2006," Nov","Montreal Airport/Laval"," $69.35","Revenue per Available Room"
2006," Nov","Greater Quebec City"," $69.73","Revenue per Available Room"
2006," Nov","Moncton"," $66.28","Revenue per Available Room"
2006," Nov","Halifax/Dartmouth"," $81.17","Revenue per Available Room"
2006," Nov","St. Johns"," $64.91","Revenue per Available Room"
2006," Dec","Montreal Airport/Laval"," $57.85","Revenue per Available Room"
2006," Dec","Greater Quebec City"," $49.14","Revenue per Available Room"
2006," Dec","Moncton"," $41.53","Revenue per Available Room"
2006," Dec","Halifax/Dartmouth"," $47.24","Revenue per Available Room"
2006," Dec","St. Johns"," $41.96","Revenue per Available Room"
2007," Jan","Montreal Airport/Laval"," $62.3","Revenue per Available Room"
2007," Jan","Greater Quebec City"," $45.13","Revenue per Available Room"
2007," Jan","Moncton"," $43.93","Revenue per Available Room"
2007," Jan","Halifax/Dartmouth"," $52.73","Revenue per Available Room"
2007," Jan","St. Johns"," $44.35","Revenue per Available Room"
2007," Feb","Montreal Airport/Laval"," $71.81","Revenue per Available Room"
2007," Feb","Greater Quebec City"," $81.31","Revenue per Available Room"
2007," Feb","Moncton"," $61.05","Revenue per Available Room"
2007," Feb","Halifax/Dartmouth"," $66.01","Revenue per Available Room"
2007," Feb","St. Johns"," $55.54","Revenue per Available Room"
2007," Mar","Montreal Airport/Laval"," $69.55","Revenue per Available Room"
2007," Mar","Greater Quebec City"," $61.65","Revenue per Available Room"
2007," Mar","Moncton"," $61.49","Revenue per Available Room"
2007," Mar","Halifax/Dartmouth"," $64.48","Revenue per Available Room"
2007," Mar","St. Johns"," $52.17","Revenue per Available Room"
2007," Apr","Montreal Airport/Laval"," $69.58","Revenue per Available Room"
2007," Apr","Greater Quebec City"," $59.74","Revenue per Available Room"
2007," Apr","Moncton"," $61.45","Revenue per Available Room"
2007," Apr","Halifax/Dartmouth"," $76.09","Revenue per Available Room"
2007," Apr","St. Johns"," $66.44","Revenue per Available Room"
2007," May","Montreal Airport/Laval"," $77.9","Revenue per Available Room"
2007," May","Greater Quebec City"," $91.03","Revenue per Available Room"
2007," May","Moncton"," $72.09","Revenue per Available Room"
2007," May","Halifax/Dartmouth"," $94.75","Revenue per Available Room"
2007," May","St. Johns"," $92.56","Revenue per Available Room"
2007," Jun","Montreal Airport/Laval"," $90.06","Revenue per Available Room"
2007," Jun","Greater Quebec City"," $105.56","Revenue per Available Room"
2007," Jun","Moncton"," $75.99","Revenue per Available Room"
2007," Jun","Halifax/Dartmouth"," $110.57","Revenue per Available Room"
2007," Jun","St. Johns"," $112.49","Revenue per Available Room"
2007," Jul","Montreal Airport/Laval"," $74.59","Revenue per Available Room"
2007," Jul","Greater Quebec City"," $123.09","Revenue per Available Room"
2007," Jul","Moncton"," $89.47","Revenue per Available Room"
2007," Jul","Halifax/Dartmouth"," $114.04","Revenue per Available Room"
2007," Jul","St. Johns"," $104.52","Revenue per Available Room"
2007," Aug","Montreal Airport/Laval"," $84.89","Revenue per Available Room"
2007," Aug","Greater Quebec City"," $130.17","Revenue per Available Room"
2007," Aug","Moncton"," $99.94","Revenue per Available Room"
2007," Aug","Halifax/Dartmouth"," $108.08","Revenue per Available Room"
2007," Aug","St. Johns"," $112.86","Revenue per Available Room"
2007," Sep","Montreal Airport/Laval"," $91.56","Revenue per Available Room"
2007," Sep","Greater Quebec City"," $106.43","Revenue per Available Room"
2007," Sep","Moncton"," $79.76","Revenue per Available Room"
2007," Sep","Halifax/Dartmouth"," $125.75","Revenue per Available Room"
2007," Sep","St. Johns"," $111.41","Revenue per Available Room"
2007," Oct","Montreal Airport/Laval"," $80.51","Revenue per Available Room"
2007," Oct","Greater Quebec City"," $104.77","Revenue per Available Room"
2007," Oct","Moncton"," $70.46","Revenue per Available Room"
2007," Oct","Halifax/Dartmouth"," $102.78","Revenue per Available Room"
2007," Oct","St. Johns"," $97.23","Revenue per Available Room"
2007," Nov","Montreal Airport/Laval"," $74.75","Revenue per Available Room"
2007," Nov","Greater Quebec City"," $62.4","Revenue per Available Room"
2007," Nov","Moncton"," $63.74","Revenue per Available Room"
2007," Nov","Halifax/Dartmouth"," $75.23","Revenue per Available Room"
2007," Nov","St. Johns"," $80.07","Revenue per Available Room"
2007," Dec","Montreal Airport/Laval"," $75.88","Revenue per Available Room"
2007," Dec","Greater Quebec City"," $85.88","Revenue per Available Room"
2007," Dec","Moncton"," $69.93","Revenue per Available Room"
2007," Dec","Halifax/Dartmouth"," $87.52","Revenue per Available Room"
2007," Dec","St. Johns"," $81.64","Revenue per Available Room"
2008," Jan","Montreal Airport/Laval"," $64.4","Revenue per Available Room"
2008," Jan","Greater Quebec City"," $50.22","Revenue per Available Room"
2008," Jan","Moncton"," $48.04","Revenue per Available Room"
2008," Jan","Halifax/Dartmouth"," $51.2","Revenue per Available Room"
2008," Jan","St. Johns"," $49.63","Revenue per Available Room"
2008," Feb","Montreal Airport/Laval"," $73.88","Revenue per Available Room"
2008," Feb","Greater Quebec City"," $86.31","Revenue per Available Room"
2008," Feb","Moncton"," $64.83","Revenue per Available Room"
2008," Feb","Halifax/Dartmouth"," $63.66","Revenue per Available Room"
2008," Feb","St. Johns"," $56.91","Revenue per Available Room"
2008," Mar","Montreal Airport/Laval"," $71.12","Revenue per Available Room"
2008," Mar","Greater Quebec City"," $70.51","Revenue per Available Room"
2008," Mar","Moncton"," $74.75","Revenue per Available Room"
2008," Mar","Halifax/Dartmouth"," $69.05","Revenue per Available Room"
2008," Mar","St. Johns"," $55.36","Revenue per Available Room"
2008," Apr","Montreal Airport/Laval"," $72.7","Revenue per Available Room"
2008," Apr","Greater Quebec City"," $71.33","Revenue per Available Room"
2008," Apr","Moncton"," $75.66","Revenue per Available Room"
2008," Apr","Halifax/Dartmouth"," $81.11","Revenue per Available Room"
2008," Apr","St. Johns"," $72.28","Revenue per Available Room"
2008," May","Montreal Airport/Laval"," $70.93","Revenue per Available Room"
2008," May","Greater Quebec City"," $119.8","Revenue per Available Room"
2008," May","Moncton"," $81.81","Revenue per Available Room"
2008," May","Halifax/Dartmouth"," $107.38","Revenue per Available Room"
2008," May","St. Johns"," $103.58","Revenue per Available Room"
2008," Jun","Montreal Airport/Laval"," $83.21","Revenue per Available Room"
2008," Jun","Greater Quebec City"," $143.14","Revenue per Available Room"
2008," Jun","Moncton"," $79.43","Revenue per Available Room"
2008," Jun","Halifax/Dartmouth"," $111.1","Revenue per Available Room"
2008," Jun","St. Johns"," $119.28","Revenue per Available Room"
2008," Jul","Montreal Airport/Laval"," $66.46","Revenue per Available Room"
2008," Jul","Greater Quebec City"," $157.77","Revenue per Available Room"
2008," Jul","Moncton"," $83.61","Revenue per Available Room"
2008," Jul","Halifax/Dartmouth"," $98.38","Revenue per Available Room"
2008," Jul","St. Johns"," $102.67","Revenue per Available Room"
2008," Aug","Montreal Airport/Laval"," $79.3","Revenue per Available Room"
2008," Aug","Greater Quebec City"," $171.49","Revenue per Available Room"
2008," Aug","Moncton"," $101.5","Revenue per Available Room"
2008," Aug","Halifax/Dartmouth"," $118.72","Revenue per Available Room"
2008," Aug","St. Johns"," $116.76","Revenue per Available Room"
2008," Sep","Montreal Airport/Laval"," $82.99","Revenue per Available Room"
2008," Sep","Greater Quebec City"," $135.53","Revenue per Available Room"
2008," Sep","Moncton"," $72.73","Revenue per Available Room"
2008," Sep","Halifax/Dartmouth"," $120.2","Revenue per Available Room"
2008," Sep","St. Johns"," $121.16","Revenue per Available Room"
2008," Oct","Montreal Airport/Laval"," $74.59","Revenue per Available Room"
2008," Oct","Greater Quebec City"," $132.96","Revenue per Available Room"
2008," Oct","Moncton"," $71.19","Revenue per Available Room"
2008," Oct","Halifax/Dartmouth"," $91.5","Revenue per Available Room"
2008," Oct","St. Johns"," $108.98","Revenue per Available Room"
2008," Nov","Montreal Airport/Laval"," $66.43","Revenue per Available Room"
2008," Nov","Greater Quebec City"," $69.75","Revenue per Available Room"
2008," Nov","Moncton"," $65.88","Revenue per Available Room"
2008," Nov","Halifax/Dartmouth"," $68.71","Revenue per Available Room"
2008," Nov","St. Johns"," $80.24","Revenue per Available Room"
2008," Dec","Montreal Airport/Laval"," $56.29","Revenue per Available Room"
2008," Dec","Greater Quebec City"," $52.41","Revenue per Available Room"
2008," Dec","Moncton"," $38.47","Revenue per Available Room"
2008," Dec","Halifax/Dartmouth"," $45.07","Revenue per Available Room"
2008," Dec","St. Johns"," $49.35","Revenue per Available Room"
2009," Jan","Montreal Airport/Laval"," $55.67","Revenue per Available Room"
2009," Jan","Greater Quebec City"," $45.73","Revenue per Available Room"
2009," Jan","Moncton"," $41.91","Revenue per Available Room"
2009," Jan","Halifax/Dartmouth"," $45.46","Revenue per Available Room"
2009," Jan","St. Johns"," $51.38","Revenue per Available Room"
2009," Feb","Montreal Airport/Laval"," $63.02","Revenue per Available Room"
2009," Feb","Greater Quebec City"," $75.78","Revenue per Available Room"
2009," Feb","Moncton"," $61.51","Revenue per Available Room"
2009," Feb","Halifax/Dartmouth"," $61.21","Revenue per Available Room"
2009," Feb","St. Johns"," $58.44","Revenue per Available Room"
2009," Mar","Montreal Airport/Laval"," $60.04","Revenue per Available Room"
2009," Mar","Greater Quebec City"," $54.96","Revenue per Available Room"
2009," Mar","Moncton"," $65.96","Revenue per Available Room"
2009," Mar","Halifax/Dartmouth"," $66.37","Revenue per Available Room"
2009," Mar","St. Johns"," $67.14","Revenue per Available Room"
2009," Apr","Montreal Airport/Laval"," $64.6","Revenue per Available Room"
2009," Apr","Greater Quebec City"," $50.17","Revenue per Available Room"
2009," Apr","Moncton"," $69.28","Revenue per Available Room"
2009," Apr","Halifax/Dartmouth"," $72.28","Revenue per Available Room"
2009," Apr","St. Johns"," $68.98","Revenue per Available Room"
2009," May","Montreal Airport/Laval"," $64.31","Revenue per Available Room"
2009," May","Greater Quebec City"," $75.93","Revenue per Available Room"
2009," May","Moncton"," $64.74","Revenue per Available Room"
2009," May","Halifax/Dartmouth"," $85.98","Revenue per Available Room"
2009," May","St. Johns"," $99.24","Revenue per Available Room"
2009," Jun","Montreal Airport/Laval"," $66.16","Revenue per Available Room"
2009," Jun","Greater Quebec City"," $93.22","Revenue per Available Room"
2009," Jun","Moncton"," $72.22","Revenue per Available Room"
2009," Jun","Halifax/Dartmouth"," $97.85","Revenue per Available Room"
2009," Jun","St. Johns"," $125.5","Revenue per Available Room"
2009," Jul","Montreal Airport/Laval"," $63.48","Revenue per Available Room"
2009," Jul","Greater Quebec City"," $114.41","Revenue per Available Room"
2009," Jul","Moncton"," $86.01","Revenue per Available Room"
2009," Jul","Halifax/Dartmouth"," $104.25","Revenue per Available Room"
2009," Jul","St. Johns"," $103.83","Revenue per Available Room"
2009," Aug","Montreal Airport/Laval"," $68.64","Revenue per Available Room"
2009," Aug","Greater Quebec City"," $133.55","Revenue per Available Room"
2009," Aug","Moncton"," $93.69","Revenue per Available Room"
2009," Aug","Halifax/Dartmouth"," $101.54","Revenue per Available Room"
2009," Aug","St. Johns"," $116.82","Revenue per Available Room"
2009," Sep","Montreal Airport/Laval"," $66.14","Revenue per Available Room"
2009," Sep","Greater Quebec City"," $100.45","Revenue per Available Room"
2009," Sep","Moncton"," $67.79","Revenue per Available Room"
2009," Sep","Halifax/Dartmouth"," $104.49","Revenue per Available Room"
2009," Sep","St. Johns"," $124.13","Revenue per Available Room"
2009," Oct","Montreal Airport/Laval"," $61.79","Revenue per Available Room"
2009," Oct","Greater Quebec City"," $84.36","Revenue per Available Room"
2009," Oct","Moncton"," $65.16","Revenue per Available Room"
2009," Oct","Halifax/Dartmouth"," $86.23","Revenue per Available Room"
2009," Oct","St. Johns"," $96.65","Revenue per Available Room"
2009," Nov","Montreal Airport/Laval"," $56.15","Revenue per Available Room"
2009," Nov","Greater Quebec City"," $54.3","Revenue per Available Room"
2009," Nov","Moncton"," $63.28","Revenue per Available Room"
2009," Nov","Halifax/Dartmouth"," $65.36","Revenue per Available Room"
2009," Nov","St. Johns"," $78.94","Revenue per Available Room"
2009," Dec","Montreal Airport/Laval"," $48.29","Revenue per Available Room"
2009," Dec","Greater Quebec City"," $47.53","Revenue per Available Room"
2009," Dec","Moncton"," $40.96","Revenue per Available Room"
2009," Dec","Halifax/Dartmouth"," $41.92","Revenue per Available Room"
2009," Dec","St. Johns"," $52.54","Revenue per Available Room"
2010," Jan","Montreal Airport/Laval"," $53.81","Revenue per Available Room"
2010," Jan","Greater Quebec City"," $51.09","Revenue per Available Room"
2010," Jan","Moncton"," $44.02","Revenue per Available Room"
2010," Jan","Halifax/Dartmouth"," $42.88","Revenue per Available Room"
2010," Jan","St. Johns"," $56.87","Revenue per Available Room"
2010," Feb","Montreal Airport/Laval"," $60.7","Revenue per Available Room"
2010," Feb","Greater Quebec City"," $79.14","Revenue per Available Room"
2010," Feb","Moncton"," $67.24","Revenue per Available Room"
2010," Feb","Halifax/Dartmouth"," $58.15","Revenue per Available Room"
2010," Feb","St. Johns"," $65.28","Revenue per Available Room"
2010," Mar","Montreal Airport/Laval"," $60.78","Revenue per Available Room"
2010," Mar","Greater Quebec City"," $61.21","Revenue per Available Room"
2010," Mar","Moncton"," $72.89","Revenue per Available Room"
2010," Mar","Halifax/Dartmouth"," $75.79","Revenue per Available Room"
2010," Mar","St. Johns"," $68.87","Revenue per Available Room"
2010," Apr","Montreal Airport/Laval"," $60.62","Revenue per Available Room"
2010," Apr","Greater Quebec City"," $58.74","Revenue per Available Room"
2010," Apr","Moncton"," $62.15","Revenue per Available Room"
2010," Apr","Halifax/Dartmouth"," $72.78","Revenue per Available Room"
2010," Apr","St. Johns"," $87.09","Revenue per Available Room"
2010," May","Montreal Airport/Laval"," $66.33","Revenue per Available Room"
2010," May","Greater Quebec City"," $79.69","Revenue per Available Room"
2010," May","Moncton"," $69.69","Revenue per Available Room"
2010," May","Halifax/Dartmouth"," $85.51","Revenue per Available Room"
2010," May","St. Johns"," $103.07","Revenue per Available Room"
2010," Jun","Montreal Airport/Laval"," $84.4","Revenue per Available Room"
2010," Jun","Greater Quebec City"," $101.93","Revenue per Available Room"
2010," Jun","Moncton"," $72.55","Revenue per Available Room"
2010," Jun","Halifax/Dartmouth"," $102.55","Revenue per Available Room"
2010," Jun","St. Johns"," $132.33","Revenue per Available Room"
2010," Jul","Montreal Airport/Laval"," $64.24","Revenue per Available Room"
2010," Jul","Greater Quebec City"," $113.18","Revenue per Available Room"
2010," Jul","Moncton"," $97.98","Revenue per Available Room"
2010," Jul","Halifax/Dartmouth"," $99.15","Revenue per Available Room"
2010," Jul","St. Johns"," $132.05","Revenue per Available Room"
2010," Aug","Montreal Airport/Laval"," $71.3","Revenue per Available Room"
2010," Aug","Greater Quebec City"," $123.26","Revenue per Available Room"
2010," Aug","Moncton"," $89.7","Revenue per Available Room"
2010," Aug","Halifax/Dartmouth"," $102.49","Revenue per Available Room"
2010," Aug","St. Johns"," $113.06","Revenue per Available Room"
2010," Sep","Montreal Airport/Laval"," $72.61","Revenue per Available Room"
2010," Sep","Greater Quebec City"," $110.72","Revenue per Available Room"
2010," Sep","Moncton"," $78.13","Revenue per Available Room"
2010," Sep","Halifax/Dartmouth"," $120.64","Revenue per Available Room"
2010," Sep","St. Johns"," $112.33","Revenue per Available Room"
2010," Oct","Montreal Airport/Laval"," $67.55","Revenue per Available Room"
2010," Oct","Greater Quebec City"," $93.7","Revenue per Available Room"
2010," Oct","Moncton"," $75.1","Revenue per Available Room"
2010," Oct","Halifax/Dartmouth"," $88.54","Revenue per Available Room"
2010," Oct","St. Johns"," $106.07","Revenue per Available Room"
2010," Nov","Montreal Airport/Laval"," $70.67","Revenue per Available Room"
2010," Nov","Greater Quebec City"," $65.87","Revenue per Available Room"
2010," Nov","Moncton"," $67.67","Revenue per Available Room"
2010," Nov","Halifax/Dartmouth"," $71.02","Revenue per Available Room"
2010," Nov","St. Johns"," $99.44","Revenue per Available Room"
2010," Dec","Montreal Airport/Laval"," $57.16","Revenue per Available Room"
2010," Dec","Greater Quebec City"," $58.79","Revenue per Available Room"
2010," Dec","Moncton"," $42.59","Revenue per Available Room"
2010," Dec","Halifax/Dartmouth"," $41.97","Revenue per Available Room"
2010," Dec","St. Johns"," $54.78","Revenue per Available Room"
2011," Jan","Montreal Airport/Laval"," $64.1","Revenue per Available Room"
2011," Jan","Greater Quebec City"," $50.94","Revenue per Available Room"
2011," Jan","Moncton"," $50.17","Revenue per Available Room"
2011," Jan","Halifax/Dartmouth"," $45.47","Revenue per Available Room"
2011," Jan","St. Johns"," $53.89","Revenue per Available Room"
2011," Feb","Montreal Airport/Laval"," $73.19","Revenue per Available Room"
2011," Feb","Greater Quebec City"," $83.38","Revenue per Available Room"
2011," Feb","Moncton"," $69","Revenue per Available Room"
2011," Feb","Halifax/Dartmouth"," $78.78","Revenue per Available Room"
2011," Feb","St. Johns"," $66.79","Revenue per Available Room"
2011," Mar","Montreal Airport/Laval"," $72.86","Revenue per Available Room"
2011," Mar","Greater Quebec City"," $59.9","Revenue per Available Room"
2011," Mar","Moncton"," $72.38","Revenue per Available Room"
2011," Mar","Halifax/Dartmouth"," $69.47","Revenue per Available Room"
2011," Mar","St. Johns"," $72.03","Revenue per Available Room"
2011," Apr","Montreal Airport/Laval"," $66.65","Revenue per Available Room"
2011," Apr","Greater Quebec City"," $57.75","Revenue per Available Room"
2011," Apr","Moncton"," $62.66","Revenue per Available Room"
2011," Apr","Halifax/Dartmouth"," $69.26","Revenue per Available Room"
2011," Apr","St. Johns"," $75.23","Revenue per Available Room"
2011," May","Montreal Airport/Laval"," $75.81","Revenue per Available Room"
2011," May","Greater Quebec City"," $88.97","Revenue per Available Room"
2011," May","Moncton"," $69.62","Revenue per Available Room"
2011," May","Halifax/Dartmouth"," $79.54","Revenue per Available Room"
2011," May","St. Johns"," $102.97","Revenue per Available Room"
2011," Jun","Montreal Airport/Laval"," $86.97","Revenue per Available Room"
2011," Jun","Greater Quebec City"," $101.4","Revenue per Available Room"
2011," Jun","Moncton"," $72.27","Revenue per Available Room"
2011," Jun","Halifax/Dartmouth"," $99.17","Revenue per Available Room"
2011," Jun","St. Johns"," $132.93","Revenue per Available Room"
2011," Jul","Montreal Airport/Laval"," $78.46","Revenue per Available Room"
2011," Jul","Greater Quebec City"," $123.24","Revenue per Available Room"
2011," Jul","Moncton"," $95.19","Revenue per Available Room"
2011," Jul","Halifax/Dartmouth"," $98.21","Revenue per Available Room"
2011," Jul","St. Johns"," $136.44","Revenue per Available Room"
2011," Aug","Montreal Airport/Laval"," $76.93","Revenue per Available Room"
2011," Aug","Greater Quebec City"," $128.09","Revenue per Available Room"
2011," Aug","Moncton"," $92.5","Revenue per Available Room"
2011," Aug","Halifax/Dartmouth"," $103.56","Revenue per Available Room"
2011," Aug","St. Johns"," $136.68","Revenue per Available Room"
2011," Sep","Montreal Airport/Laval"," $76.82","Revenue per Available Room"
2011," Sep","Greater Quebec City"," $120.91","Revenue per Available Room"
2011," Sep","Moncton"," $75.31","Revenue per Available Room"
2011," Sep","Halifax/Dartmouth"," $107.69","Revenue per Available Room"
2011," Sep","St. Johns"," $132.27","Revenue per Available Room"
2011," Oct","Montreal Airport/Laval"," $73.36","Revenue per Available Room"
2011," Oct","Greater Quebec City"," $96.81","Revenue per Available Room"
2011," Oct","Moncton"," $70.46","Revenue per Available Room"
2011," Oct","Halifax/Dartmouth"," $85.55","Revenue per Available Room"
2011," Oct","St. Johns"," $107.44","Revenue per Available Room"
2011," Nov","Montreal Airport/Laval"," $70.67","Revenue per Available Room"
2011," Nov","Greater Quebec City"," $65.87","Revenue per Available Room"
2011," Nov","Moncton"," $67.67","Revenue per Available Room"
2011," Nov","Halifax/Dartmouth"," $71.02","Revenue per Available Room"
2011," Nov","St. Johns"," $99.44","Revenue per Available Room"
2011," Dec","Montreal Airport/Laval"," $59.41","Revenue per Available Room"
2011," Dec","Greater Quebec City"," $59.78","Revenue per Available Room"
2011," Dec","Moncton"," $42.23","Revenue per Available Room"
2011," Dec","Halifax/Dartmouth"," $43.58","Revenue per Available Room"
2011," Dec","St. Johns"," $62.96","Revenue per Available Room"
2012," Jan","Montreal Airport/Laval"," $66.18","Revenue per Available Room"
2012," Jan","Greater Quebec City"," $53.75","Revenue per Available Room"
2012," Jan","Moncton"," $55.1","Revenue per Available Room"
2012," Jan","Halifax/Dartmouth"," $46.2","Revenue per Available Room"
2012," Jan","St. Johns"," $63.55","Revenue per Available Room"
2012," Feb","Montreal Airport/Laval"," $74.63","Revenue per Available Room"
2012," Feb","Greater Quebec City"," $84.07","Revenue per Available Room"
2012," Feb","Moncton"," $64.02","Revenue per Available Room"
2012," Feb","Halifax/Dartmouth"," $61.06","Revenue per Available Room"
2012," Feb","St. Johns"," $75.27","Revenue per Available Room"
2012," Mar","Montreal Airport/Laval"," $73.42","Revenue per Available Room"
2012," Mar","Greater Quebec City"," $62.26","Revenue per Available Room"
2012," Mar","Moncton"," $75.06","Revenue per Available Room"
2012," Mar","Halifax/Dartmouth"," $72.13","Revenue per Available Room"
2012," Mar","St. Johns"," $83.92","Revenue per Available Room"
2012," Apr","Montreal Airport/Laval"," $74.52","Revenue per Available Room"
2012," Apr","Greater Quebec City"," $58.54","Revenue per Available Room"
2012," Apr","Moncton"," $61.54","Revenue per Available Room"
2012," Apr","Halifax/Dartmouth"," $70.32","Revenue per Available Room"
2012," Apr","St. Johns"," $89.08","Revenue per Available Room"
2012," May","Montreal Airport/Laval"," $77.2","Revenue per Available Room"
2012," May","Greater Quebec City"," $92.41","Revenue per Available Room"
2012," May","Moncton"," $71.02","Revenue per Available Room"
2012," May","Halifax/Dartmouth"," $90.45","Revenue per Available Room"
2012," May","St. Johns"," $124.48","Revenue per Available Room"
2012," Jun","Montreal Airport/Laval"," $93","Revenue per Available Room"
2012," Jun","Greater Quebec City"," $109.13","Revenue per Available Room"
2012," Jun","Moncton"," $69.29","Revenue per Available Room"
2012," Jun","Halifax/Dartmouth"," $98.04","Revenue per Available Room"
2012," Jun","St. Johns"," $140.52","Revenue per Available Room"
2012," Jul","Montreal Airport/Laval"," $69.45","Revenue per Available Room"
2012," Jul","Greater Quebec City"," $122.28","Revenue per Available Room"
2012," Jul","Moncton"," $87.55","Revenue per Available Room"
2012," Jul","Halifax/Dartmouth"," $105.82","Revenue per Available Room"
2012," Jul","St. Johns"," $134.82","Revenue per Available Room"
2012," Aug","Montreal Airport/Laval"," $82.97","Revenue per Available Room"
2012," Aug","Greater Quebec City"," $131.37","Revenue per Available Room"
2012," Aug","Moncton"," $100.9","Revenue per Available Room"
2012," Aug","Halifax/Dartmouth"," $111.57","Revenue per Available Room"
2012," Aug","St. Johns"," $132.33","Revenue per Available Room"
2012," Sep","Montreal Airport/Laval"," $78.31","Revenue per Available Room"
2012," Sep","Greater Quebec City"," $121.7","Revenue per Available Room"
2012," Sep","Moncton"," $69.72","Revenue per Available Room"
2012," Sep","Halifax/Dartmouth"," $107.97","Revenue per Available Room"
2012," Sep","St. Johns"," $139.56","Revenue per Available Room"
2012," Oct","Montreal Airport/Laval"," $80.99","Revenue per Available Room"
2012," Oct","Greater Quebec City"," $115.27","Revenue per Available Room"
2012," Oct","Moncton"," $66.86","Revenue per Available Room"
2012," Oct","Halifax/Dartmouth"," $87.37","Revenue per Available Room"
2012," Oct","St. Johns"," $116.01","Revenue per Available Room"
2012," Nov","Montreal Airport/Laval"," $74.13","Revenue per Available Room"
2012," Nov","Greater Quebec City"," $67","Revenue per Available Room"
2012," Nov","Moncton"," $62.23","Revenue per Available Room"
2012," Nov","Halifax/Dartmouth"," $70.52","Revenue per Available Room"
2012," Nov","St. Johns"," $101.41","Revenue per Available Room"
2012," Dec","Montreal Airport/Laval"," $64.75","Revenue per Available Room"
2012," Dec","Greater Quebec City"," $61.78","Revenue per Available Room"
2012," Dec","Moncton"," $41.26","Revenue per Available Room"
2012," Dec","Halifax/Dartmouth"," $45.59","Revenue per Available Room"
2012," Dec","St. Johns"," $69.86","Revenue per Available Room"
2013," Jan","Montreal Airport/Laval"," $67.02","Revenue per Available Room"
2013," Jan","Greater Quebec City"," $50.83","Revenue per Available Room"
2013," Jan","Moncton"," $45.59","Revenue per Available Room"
2013," Jan","Halifax/Dartmouth"," $48.81","Revenue per Available Room"
2013," Jan","St. Johns"," $77.86","Revenue per Available Room"
2013," Feb","Montreal Airport/Laval"," $78.66","Revenue per Available Room"
2013," Feb","Greater Quebec City"," $79.58","Revenue per Available Room"
2013," Feb","Moncton"," $58.69","Revenue per Available Room"
2013," Feb","Halifax/Dartmouth"," $62.29","Revenue per Available Room"
2013," Feb","St. Johns"," $89.22","Revenue per Available Room"
2013," Mar","Montreal Airport/Laval"," $70.4","Revenue per Available Room"
2013," Mar","Greater Quebec City"," $63.33","Revenue per Available Room"
2013," Mar","Moncton"," $68.07","Revenue per Available Room"
2013," Mar","Halifax/Dartmouth"," $71.41","Revenue per Available Room"
