"GEO","Date","Value"
"Saskatchewan",2021-11-01,2
"Saskatchewan",2021-12-01,4
"Saskatchewan",2022-01-01,3
"Saskatchewan",2022-02-01,4
"Saskatchewan",2022-03-01,7
"Saskatchewan",2022-04-01,2
"Saskatchewan",2022-05-01,7
"Saskatchewan",2022-06-01,4
"Saskatchewan",2022-07-01,4
"Saskatchewan",2022-08-01,8
"Saskatchewan",2022-09-01,6
"Saskatchewan",2022-10-01,2
"Saskatchewan",2022-11-01,4
"Saskatchewan",2022-12-01,6
"Saskatchewan",2023-01-01,3
"Saskatchewan",2023-02-01,5
"Saskatchewan",2023-03-01,6
"Saskatchewan",2023-04-01,4
"Saskatchewan",2023-05-01,5
"Saskatchewan",2023-06-01,8
"Saskatchewan",2023-07-01,5
"Saskatchewan",2023-08-01,2
"Saskatchewan",2023-09-01,3
"Saskatchewan",2023-10-01,8
"Saskatchewan",2023-11-01,8
"Saskatchewan",2023-12-01,4
"Saskatchewan",2024-01-01,7
"Saskatchewan",2024-02-01,7
"Saskatchewan",2024-03-01,5
"Saskatchewan",2024-04-01,3
"Saskatchewan",2024-05-01,6
"Saskatchewan",2024-06-01,2
"Saskatchewan",2024-07-01,3
"Saskatchewan",2024-08-01,4
"Saskatchewan",2024-09-01,3
"Saskatchewan",2024-10-01,8
"Saskatchewan",2024-11-01,7
"Saskatchewan",2024-12-01,4
"Saskatchewan",2025-01-01,6
"Saskatchewan",2025-02-01,5
"Saskatchewan",2025-03-01,2
"Saskatchewan",2025-04-01,8
"Saskatchewan",2025-05-01,7
"Alberta",2000-01-01,159
"Alberta",2000-02-01,179
"Alberta",2000-03-01,190
"Alberta",2000-04-01,136
"Alberta",2000-05-01,146
"Alberta",2000-06-01,126
"Alberta",2000-07-01,130
"Alberta",2000-08-01,176
"Alberta",2000-09-01,153
"Alberta",2000-10-01,199
"Alberta",2000-11-01,174
"Alberta",2000-12-01,124
"Alberta",2001-01-01,156
"Alberta",2001-02-01,151
"Alberta",2001-03-01,202
"Alberta",2001-04-01,170
"Alberta",2001-05-01,182
"Alberta",2001-06-01,170
"Alberta",2001-07-01,133
"Alberta",2001-08-01,142
"Alberta",2001-09-01,126
"Alberta",2001-10-01,195
"Alberta",2001-11-01,171
"Alberta",2001-12-01,122
"Alberta",2002-01-01,216
"Alberta",2002-02-01,191
"Alberta",2002-03-01,251
"Alberta",2002-04-01,190
"Alberta",2002-05-01,232
"Alberta",2002-06-01,187
"Alberta",2002-07-01,159
"Alberta",2002-08-01,183
"Alberta",2002-09-01,168
"Alberta",2002-10-01,170
"Alberta",2002-11-01,182
"Alberta",2002-12-01,139
"Alberta",2003-01-01,154
"Alberta",2003-02-01,151
"Alberta",2003-03-01,168
"Alberta",2003-04-01,167
"Alberta",2003-05-01,142
"Alberta",2003-06-01,157
"Alberta",2003-07-01,123
"Alberta",2003-08-01,142
"Alberta",2003-09-01,184
"Alberta",2003-10-01,169
"Alberta",2003-11-01,158
"Alberta",2003-12-01,166
"Alberta",2004-01-01,165
"Alberta",2004-02-01,198
"Alberta",2004-03-01,189
"Alberta",2004-04-01,163
"Alberta",2004-05-01,150
"Alberta",2004-06-01,175
"Alberta",2004-07-01,139
"Alberta",2004-08-01,131
"Alberta",2004-09-01,144
"Alberta",2004-10-01,118
"Alberta",2004-11-01,124
"Alberta",2004-12-01,156
"Alberta",2005-01-01,140
"Alberta",2005-02-01,172
"Alberta",2005-03-01,169
"Alberta",2005-04-01,173
"Alberta",2005-05-01,140
"Alberta",2005-06-01,132
"Alberta",2005-07-01,76
"Alberta",2005-08-01,89
"Alberta",2005-09-01,102
"Alberta",2005-10-01,74
"Alberta",2005-11-01,76
"Alberta",2005-12-01,96
"Alberta",2006-01-01,107
"Alberta",2006-02-01,72
"Alberta",2006-03-01,88
"Alberta",2006-04-01,87
"Alberta",2006-05-01,92
"Alberta",2006-06-01,82
"Alberta",2006-07-01,40
"Alberta",2006-08-01,51
"Alberta",2006-09-01,47
"Alberta",2006-10-01,73
"Alberta",2006-11-01,40
"Alberta",2006-12-01,48
"Alberta",2007-01-01,50
"Alberta",2007-02-01,68
"Alberta",2007-03-01,60
"Alberta",2007-04-01,53
"Alberta",2007-05-01,57
"Alberta",2007-06-01,33
"Alberta",2007-07-01,47
"Alberta",2007-08-01,40
"Alberta",2007-09-01,42
"Alberta",2007-10-01,34
"Alberta",2007-11-01,37
"Alberta",2007-12-01,33
"Alberta",2008-01-01,36
"Alberta",2008-02-01,50
"Alberta",2008-03-01,51
"Alberta",2008-04-01,42
"Alberta",2008-05-01,36
"Alberta",2008-06-01,62
"Alberta",2008-07-01,44
"Alberta",2008-08-01,40
"Alberta",2008-09-01,36
"Alberta",2008-10-01,44
"Alberta",2008-11-01,45
"Alberta",2008-12-01,38
"Alberta",2009-01-01,42
"Alberta",2009-02-01,52
"Alberta",2009-03-01,35
"Alberta",2009-04-01,29
"Alberta",2009-05-01,48
"Alberta",2009-06-01,41
"Alberta",2009-07-01,43
"Alberta",2009-08-01,39
"Alberta",2009-09-01,43
"Alberta",2009-10-01,40
"Alberta",2009-11-01,38
"Alberta",2009-12-01,36
"Alberta",2010-01-01,37
"Alberta",2010-02-01,39
"Alberta",2010-03-01,64
"Alberta",2010-04-01,45
"Alberta",2010-05-01,40
"Alberta",2010-06-01,24
"Alberta",2010-07-01,35
"Alberta",2010-08-01,35
"Alberta",2010-09-01,40
"Alberta",2010-10-01,32
"Alberta",2010-11-01,23
"Alberta",2010-12-01,50
"Alberta",2011-01-01,36
"Alberta",2011-02-01,26
"Alberta",2011-03-01,28
"Alberta",2011-04-01,22
"Alberta",2011-05-01,28
"Alberta",2011-06-01,33
"Alberta",2011-07-01,19
"Alberta",2011-08-01,28
"Alberta",2011-09-01,32
"Alberta",2011-10-01,38
"Alberta",2011-11-01,26
"Alberta",2011-12-01,25
"Alberta",2012-01-01,25
"Alberta",2012-02-01,38
"Alberta",2012-03-01,25
"Alberta",2012-04-01,25
"Alberta",2012-05-01,35
"Alberta",2012-06-01,31
"Alberta",2012-07-01,19
"Alberta",2012-08-01,14
"Alberta",2012-09-01,24
"Alberta",2012-10-01,25
"Alberta",2012-11-01,27
"Alberta",2012-12-01,24
"Alberta",2013-01-01,16
"Alberta",2013-02-01,19
"Alberta",2013-03-01,20
"Alberta",2013-04-01,17
"Alberta",2013-05-01,17
"Alberta",2013-06-01,12
"Alberta",2013-07-01,9
"Alberta",2013-08-01,13
"Alberta",2013-09-01,16
"Alberta",2013-10-01,20
"Alberta",2013-11-01,10
"Alberta",2013-12-01,25
"Alberta",2014-01-01,8
"Alberta",2014-02-01,16
"Alberta",2014-03-01,10
"Alberta",2014-04-01,10
"Alberta",2014-05-01,17
"Alberta",2014-06-01,4
"Alberta",2014-07-01,13
"Alberta",2014-08-01,15
"Alberta",2014-09-01,9
"Alberta",2014-10-01,16
"Alberta",2014-11-01,11
"Alberta",2014-12-01,12
"Alberta",2015-01-01,12
"Alberta",2015-02-01,7
"Alberta",2015-03-01,11
"Alberta",2015-04-01,14
"Alberta",2015-05-01,12
"Alberta",2015-06-01,18
"Alberta",2015-07-01,6
"Alberta",2015-08-01,13
"Alberta",2015-09-01,12
"Alberta",2015-10-01,8
"Alberta",2015-11-01,12
"Alberta",2015-12-01,9
"Alberta",2016-01-01,9
"Alberta",2016-02-01,13
"Alberta",2016-03-01,15
"Alberta",2016-04-01,6
"Alberta",2016-05-01,10
"Alberta",2016-06-01,17
"Alberta",2016-07-01,11
"Alberta",2016-08-01,13
"Alberta",2016-09-01,11
"Alberta",2016-10-01,24
"Alberta",2016-11-01,26
"Alberta",2016-12-01,13
"Alberta",2017-01-01,10
"Alberta",2017-02-01,12
"Alberta",2017-03-01,13
"Alberta",2017-04-01,19
"Alberta",2017-05-01,23
"Alberta",2017-06-01,18
"Alberta",2017-07-01,7
"Alberta",2017-08-01,33
"Alberta",2017-09-01,8
"Alberta",2017-10-01,17
"Alberta",2017-11-01,20
"Alberta",2017-12-01,15
"Alberta",2018-01-01,8
"Alberta",2018-02-01,15
"Alberta",2018-03-01,24
"Alberta",2018-04-01,23
"Alberta",2018-05-01,14
"Alberta",2018-06-01,14
"Alberta",2018-07-01,16
"Alberta",2018-08-01,25
"Alberta",2018-09-01,11
"Alberta",2018-10-01,17
"Alberta",2018-11-01,16
"Alberta",2018-12-01,23
"Alberta",2019-01-01,14
"Alberta",2019-02-01,23
"Alberta",2019-03-01,25
"Alberta",2019-04-01,10
"Alberta",2019-05-01,13
"Alberta",2019-06-01,21
"Alberta",2019-07-01,29
"Alberta",2019-08-01,17
"Alberta",2019-09-01,14
"Alberta",2019-10-01,24
"Alberta",2019-11-01,15
"Alberta",2019-12-01,18
"Alberta",2020-01-01,17
"Alberta",2020-02-01,18
"Alberta",2020-03-01,14
"Alberta",2020-04-01,10
"Alberta",2020-05-01,13
"Alberta",2020-06-01,14
"Alberta",2020-07-01,10
"Alberta",2020-08-01,8
"Alberta",2020-09-01,15
"Alberta",2020-10-01,16
"Alberta",2020-11-01,18
"Alberta",2020-12-01,7
"Alberta",2021-01-01,8
"Alberta",2021-02-01,7
"Alberta",2021-03-01,17
"Alberta",2021-04-01,20
"Alberta",2021-05-01,16
"Alberta",2021-06-01,10
"Alberta",2021-07-01,8
"Alberta",2021-08-01,14
"Alberta",2021-09-01,12
"Alberta",2021-10-01,10
"Alberta",2021-11-01,5
"Alberta",2021-12-01,12
"Alberta",2022-01-01,8
"Alberta",2022-02-01,21
"Alberta",2022-03-01,17
"Alberta",2022-04-01,16
"Alberta",2022-05-01,13
"Alberta",2022-06-01,22
"Alberta",2022-07-01,21
"Alberta",2022-08-01,18
"Alberta",2022-09-01,34
"Alberta",2022-10-01,22
"Alberta",2022-11-01,23
"Alberta",2022-12-01,22
"Alberta",2023-01-01,17
"Alberta",2023-02-01,19
"Alberta",2023-03-01,20
"Alberta",2023-04-01,14
"Alberta",2023-05-01,18
"Alberta",2023-06-01,21
"Alberta",2023-07-01,20
"Alberta",2023-08-01,23
"Alberta",2023-09-01,18
"Alberta",2023-10-01,27
"Alberta",2023-11-01,35
"Alberta",2023-12-01,22
"Alberta",2024-01-01,33
"Alberta",2024-02-01,28
"Alberta",2024-03-01,33
"Alberta",2024-04-01,25
"Alberta",2024-05-01,33
"Alberta",2024-06-01,21
"Alberta",2024-07-01,19
"Alberta",2024-08-01,14
"Alberta",2024-09-01,18
"Alberta",2024-10-01,23
"Alberta",2024-11-01,25
"Alberta",2024-12-01,19
"Alberta",2025-01-01,27
"Alberta",2025-02-01,47
"Alberta",2025-03-01,41
"Alberta",2025-04-01,26
"Alberta",2025-05-01,21
"British Columbia",2000-01-01,90
"British Columbia",2000-02-01,98
"British Columbia",2000-03-01,123
"British Columbia",2000-04-01,80
"British Columbia",2000-05-01,113
"British Columbia",2000-06-01,87
"British Columbia",2000-07-01,110
"British Columbia",2000-08-01,109
"British Columbia",2000-09-01,86
"British Columbia",2000-10-01,104
"British Columbia",2000-11-01,108
"British Columbia",2000-12-01,74
"British Columbia",2001-01-01,112
"British Columbia",2001-02-01,93
"British Columbia",2001-03-01,110
"British Columbia",2001-04-01,110
"British Columbia",2001-05-01,101
"British Columbia",2001-06-01,98
"British Columbia",2001-07-01,98
"British Columbia",2001-08-01,94
"British Columbia",2001-09-01,85
"British Columbia",2001-10-01,140
"British Columbia",2001-11-01,129
"British Columbia",2001-12-01,110
"British Columbia",2002-01-01,119
"British Columbia",2002-02-01,148
"British Columbia",2002-03-01,123
"British Columbia",2002-04-01,145
"British Columbia",2002-05-01,124
"British Columbia",2002-06-01,103
"British Columbia",2002-07-01,111
"British Columbia",2002-08-01,102
"British Columbia",2002-09-01,78
"British Columbia",2002-10-01,117
"British Columbia",2002-11-01,68
"British Columbia",2002-12-01,93
"British Columbia",2003-01-01,114
"British Columbia",2003-02-01,108
"British Columbia",2003-03-01,125
"British Columbia",2003-04-01,104
"British Columbia",2003-05-01,84
"British Columbia",2003-06-01,103
"British Columbia",2003-07-01,98
"British Columbia",2003-08-01,68
"British Columbia",2003-09-01,109
"British Columbia",2003-10-01,91
"British Columbia",2003-11-01,93
"British Columbia",2003-12-01,81
"British Columbia",2004-01-01,90
"British Columbia",2004-02-01,83
"British Columbia",2004-03-01,109
"British Columbia",2004-04-01,107
"British Columbia",2004-05-01,87
"British Columbia",2004-06-01,95
"British Columbia",2004-07-01,81
"British Columbia",2004-08-01,83
"British Columbia",2004-09-01,74
"British Columbia",2004-10-01,87
"British Columbia",2004-11-01,91
"British Columbia",2004-12-01,90
"British Columbia",2005-01-01,62
"British Columbia",2005-02-01,91
"British Columbia",2005-03-01,90
"British Columbia",2005-04-01,70
"British Columbia",2005-05-01,87
"British Columbia",2005-06-01,68
"British Columbia",2005-07-01,74
"British Columbia",2005-08-01,86
"British Columbia",2005-09-01,72
"British Columbia",2005-10-01,74
"British Columbia",2005-11-01,68
"British Columbia",2005-12-01,68
"British Columbia",2006-01-01,65
"British Columbia",2006-02-01,77
"British Columbia",2006-03-01,78
"British Columbia",2006-04-01,64
"British Columbia",2006-05-01,66
"British Columbia",2006-06-01,58
"British Columbia",2006-07-01,47
"British Columbia",2006-08-01,45
"British Columbia",2006-09-01,62
"British Columbia",2006-10-01,56
"British Columbia",2006-11-01,52
"British Columbia",2006-12-01,42
"British Columbia",2007-01-01,61
"British Columbia",2007-02-01,38
"British Columbia",2007-03-01,49
"British Columbia",2007-04-01,56
"British Columbia",2007-05-01,50
"British Columbia",2007-06-01,49
"British Columbia",2007-07-01,41
"British Columbia",2007-08-01,43
"British Columbia",2007-09-01,48
"British Columbia",2007-10-01,41
"British Columbia",2007-11-01,58
"British Columbia",2007-12-01,45
"British Columbia",2008-01-01,37
"British Columbia",2008-02-01,59
"British Columbia",2008-03-01,40
"British Columbia",2008-04-01,36
"British Columbia",2008-05-01,39
"British Columbia",2008-06-01,38
"British Columbia",2008-07-01,44
"British Columbia",2008-08-01,50
"British Columbia",2008-09-01,61
"British Columbia",2008-10-01,47
"British Columbia",2008-11-01,39
"British Columbia",2008-12-01,50
"British Columbia",2009-01-01,29
"British Columbia",2009-02-01,60
"British Columbia",2009-03-01,43
"British Columbia",2009-04-01,48
"British Columbia",2009-05-01,45
"British Columbia",2009-06-01,59
"British Columbia",2009-07-01,55
"British Columbia",2009-08-01,25
"British Columbia",2009-09-01,39
"British Columbia",2009-10-01,35
"British Columbia",2009-11-01,24
"British Columbia",2009-12-01,23
"British Columbia",2010-01-01,38
"British Columbia",2010-02-01,24
"British Columbia",2010-03-01,32
"British Columbia",2010-04-01,35
"British Columbia",2010-05-01,13
"British Columbia",2010-06-01,22
"British Columbia",2010-07-01,19
"British Columbia",2010-08-01,26
"British Columbia",2010-09-01,18
"British Columbia",2010-10-01,13
"British Columbia",2010-11-01,25
"British Columbia",2010-12-01,18
"British Columbia",2011-01-01,23
"British Columbia",2011-02-01,12
"British Columbia",2011-03-01,20
"British Columbia",2011-04-01,24
"British Columbia",2011-05-01,19
"British Columbia",2011-06-01,25
"British Columbia",2011-07-01,22
"British Columbia",2011-08-01,18
"British Columbia",2011-09-01,22
"British Columbia",2011-10-01,22
"British Columbia",2011-11-01,10
"British Columbia",2011-12-01,26
"British Columbia",2012-01-01,17
"British Columbia",2012-02-01,33
"British Columbia",2012-03-01,29
"British Columbia",2012-04-01,26
"British Columbia",2012-05-01,19
"British Columbia",2012-06-01,9
"British Columbia",2012-07-01,28
"British Columbia",2012-08-01,27
"British Columbia",2012-09-01,14
"British Columbia",2012-10-01,20
"British Columbia",2012-11-01,25
"British Columbia",2012-12-01,21
"British Columbia",2013-01-01,21
"British Columbia",2013-02-01,31
"British Columbia",2013-03-01,24
"British Columbia",2013-04-01,19
"British Columbia",2013-05-01,28
"British Columbia",2013-06-01,22
"British Columbia",2013-07-01,13
"British Columbia",2013-08-01,18
"British Columbia",2013-09-01,20
"British Columbia",2013-10-01,20
"British Columbia",2013-11-01,24
"British Columbia",2013-12-01,15
"British Columbia",2014-01-01,15
"British Columbia",2014-02-01,24
"British Columbia",2014-03-01,31
"British Columbia",2014-04-01,17
"British Columbia",2014-05-01,26
"British Columbia",2014-06-01,28
"British Columbia",2014-07-01,27
"British Columbia",2014-08-01,21
"British Columbia",2014-09-01,17
"British Columbia",2014-10-01,10
"British Columbia",2014-11-01,15
"British Columbia",2014-12-01,25
"British Columbia",2015-01-01,16
"British Columbia",2015-02-01,16
"British Columbia",2015-03-01,14
"British Columbia",2015-04-01,15
"British Columbia",2015-05-01,12
"British Columbia",2015-06-01,23
"British Columbia",2015-07-01,14
"British Columbia",2015-08-01,13
"British Columbia",2015-09-01,23
"British Columbia",2015-10-01,28
"British Columbia",2015-11-01,32
"British Columbia",2015-12-01,16
"British Columbia",2016-01-01,23
"British Columbia",2016-02-01,22
"British Columbia",2016-03-01,13
"British Columbia",2016-04-01,12
"British Columbia",2016-05-01,18
"British Columbia",2016-06-01,23
"British Columbia",2016-07-01,13
"British Columbia",2016-08-01,17
"British Columbia",2016-09-01,12
"British Columbia",2016-10-01,11
"British Columbia",2016-11-01,10
"British Columbia",2016-12-01,25
"British Columbia",2017-01-01,17
"British Columbia",2017-02-01,18
"British Columbia",2017-03-01,15
"British Columbia",2017-04-01,11
"British Columbia",2017-05-01,16
"British Columbia",2017-06-01,10
"British Columbia",2017-07-01,12
"British Columbia",2017-08-01,4
"British Columbia",2017-09-01,10
"British Columbia",2017-10-01,5
"British Columbia",2017-11-01,11
"British Columbia",2017-12-01,16
"British Columbia",2018-01-01,7
"British Columbia",2018-02-01,13
"British Columbia",2018-03-01,9
"British Columbia",2018-04-01,13
"British Columbia",2018-05-01,8
"British Columbia",2018-06-01,4
"British Columbia",2018-07-01,9
"British Columbia",2018-08-01,8
"British Columbia",2018-09-01,4
"British Columbia",2018-10-01,15
"British Columbia",2018-11-01,7
"British Columbia",2018-12-01,6
"British Columbia",2019-01-01,14
"British Columbia",2019-02-01,8
"British Columbia",2019-03-01,10
"British Columbia",2019-04-01,13
"British Columbia",2019-05-01,10
"British Columbia",2019-06-01,12
"British Columbia",2019-07-01,19
"British Columbia",2019-08-01,9
"British Columbia",2019-09-01,9
"British Columbia",2019-10-01,8
"British Columbia",2019-11-01,8
"British Columbia",2019-12-01,7
"British Columbia",2020-01-01,11
"British Columbia",2020-02-01,9
"British Columbia",2020-03-01,13
"British Columbia",2020-04-01,12
"British Columbia",2020-05-01,13
"British Columbia",2020-06-01,16
"British Columbia",2020-07-01,5
"British Columbia",2020-08-01,6
"British Columbia",2020-09-01,13
"British Columbia",2020-10-01,15
"British Columbia",2020-11-01,12
"British Columbia",2020-12-01,3
"British Columbia",2021-01-01,8
"British Columbia",2021-02-01,6
"British Columbia",2021-03-01,8
"British Columbia",2021-04-01,7
"British Columbia",2021-05-01,5
"British Columbia",2021-06-01,6
"British Columbia",2021-07-01,5
"British Columbia",2021-08-01,5
"British Columbia",2021-09-01,10
"British Columbia",2021-10-01,7
"British Columbia",2021-11-01,4
"British Columbia",2021-12-01,3
"British Columbia",2022-01-01,15
"British Columbia",2022-02-01,14
"British Columbia",2022-03-01,10
"British Columbia",2022-04-01,3
"British Columbia",2022-05-01,13
"British Columbia",2022-06-01,18
"British Columbia",2022-07-01,10
"British Columbia",2022-08-01,22
"British Columbia",2022-09-01,13
"British Columbia",2022-10-01,10
"British Columbia",2022-11-01,11
"British Columbia",2022-12-01,14
"British Columbia",2023-01-01,12
"British Columbia",2023-02-01,16
"British Columbia",2023-03-01,21
"British Columbia",2023-04-01,19
"British Columbia",2023-05-01,15
"British Columbia",2023-06-01,34
"British Columbia",2023-07-01,29
"British Columbia",2023-08-01,27
"British Columbia",2023-09-01,22
"British Columbia",2023-10-01,19
"British Columbia",2023-11-01,16
"British Columbia",2023-12-01,23
"British Columbia",2024-01-01,29
"British Columbia",2024-02-01,26
"British Columbia",2024-03-01,32
"British Columbia",2024-04-01,29
"British Columbia",2024-05-01,21
"British Columbia",2024-06-01,14
"British Columbia",2024-07-01,31
"British Columbia",2024-08-01,23
"British Columbia",2024-09-01,27
"British Columbia",2024-10-01,30
"British Columbia",2024-11-01,21
"British Columbia",2024-12-01,21
"British Columbia",2025-01-01,30
"British Columbia",2025-02-01,24
"British Columbia",2025-03-01,32
"British Columbia",2025-04-01,30
"British Columbia",2025-05-01,14
"Northwest Territories",2000-01-01,2
"Northwest Territories",2000-02-01,1
"Northwest Territories",2000-03-01,3
"Northwest Territories",2000-04-01,0
"Northwest Territories",2000-05-01,1
"Northwest Territories",2000-06-01,0
"Northwest Territories",2000-07-01,1
"Northwest Territories",2000-08-01,0
"Northwest Territories",2000-09-01,0
"Northwest Territories",2000-10-01,0
"Northwest Territories",2000-11-01,1
"Northwest Territories",2000-12-01,0
"Northwest Territories",2001-01-01,0
"Northwest Territories",2001-02-01,0
"Northwest Territories",2001-03-01,0
"Northwest Territories",2001-04-01,0
"Northwest Territories",2001-05-01,0
"Northwest Territories",2001-06-01,0
"Northwest Territories",2001-07-01,2
"Northwest Territories",2001-08-01,0
"Northwest Territories",2001-09-01,0
"Northwest Territories",2001-10-01,2
"Northwest Territories",2001-11-01,1
"Northwest Territories",2001-12-01,1
"Northwest Territories",2002-01-01,2
"Northwest Territories",2002-02-01,2
"Northwest Territories",2002-03-01,0
"Northwest Territories",2002-04-01,1
"Northwest Territories",2002-05-01,2
"Northwest Territories",2002-06-01,1
"Northwest Territories",2002-07-01,1
"Northwest Territories",2002-08-01,1
"Northwest Territories",2002-09-01,0
"Northwest Territories",2002-10-01,0
"Northwest Territories",2002-11-01,0
"Northwest Territories",2002-12-01,0
"Northwest Territories",2003-01-01,0
"Northwest Territories",2003-02-01,1
"Northwest Territories",2003-03-01,1
"Northwest Territories",2003-04-01,0
"Northwest Territories",2003-05-01,0
"Northwest Territories",2003-06-01,0
"Northwest Territories",2003-07-01,0
"Northwest Territories",2003-08-01,1
"Northwest Territories",2003-09-01,1
"Northwest Territories",2003-10-01,0
"Northwest Territories",2003-11-01,0
"Northwest Territories",2003-12-01,2
"Northwest Territories",2004-01-01,1
"Northwest Territories",2004-02-01,0
"Northwest Territories",2004-03-01,3
"Northwest Territories",2004-04-01,1
"Northwest Territories",2004-05-01,2
"Northwest Territories",2004-06-01,2
"Northwest Territories",2004-07-01,0
"Northwest Territories",2004-08-01,0
"Northwest Territories",2004-09-01,0
"Northwest Territories",2004-10-01,0
"Northwest Territories",2004-11-01,0
"Northwest Territories",2004-12-01,1
"Northwest Territories",2005-01-01,0
"Northwest Territories",2005-02-01,2
"Northwest Territories",2005-03-01,0
"Northwest Territories",2005-04-01,0
"Northwest Territories",2005-05-01,0
"Northwest Territories",2005-06-01,0
"Northwest Territories",2005-07-01,1
"Northwest Territories",2005-08-01,2
"Northwest Territories",2005-09-01,0
"Northwest Territories",2005-10-01,0
"Northwest Territories",2005-11-01,1
"Northwest Territories",2005-12-01,2
"Northwest Territories",2006-01-01,0
"Northwest Territories",2006-02-01,1
"Northwest Territories",2006-03-01,2
"Northwest Territories",2006-04-01,0
"Northwest Territories",2006-05-01,1
"Northwest Territories",2006-06-01,0
"Northwest Territories",2006-07-01,1
"Northwest Territories",2006-08-01,0
"Northwest Territories",2006-09-01,0
"Northwest Territories",2006-10-01,0
"Northwest Territories",2006-11-01,0
"Northwest Territories",2006-12-01,1
"Northwest Territories",2007-01-01,0
"Northwest Territories",2007-02-01,0
"Northwest Territories",2007-03-01,0
"Northwest Territories",2007-04-01,0
"Northwest Territories",2007-05-01,0
"Northwest Territories",2007-06-01,0
"Northwest Territories",2007-07-01,0
"Northwest Territories",2007-08-01,2
"Northwest Territories",2007-09-01,0
"Northwest Territories",2007-10-01,0
"Northwest Territories",2007-11-01,1
"Northwest Territories",2007-12-01,1
"Northwest Territories",2008-01-01,0
"Northwest Territories",2008-02-01,0
"Northwest Territories",2008-03-01,1
"Northwest Territories",2008-04-01,0
"Northwest Territories",2008-05-01,0
"Northwest Territories",2008-06-01,0
"Northwest Territories",2008-07-01,0
"Northwest Territories",2008-08-01,0
"Northwest Territories",2008-09-01,0
"Northwest Territories",2008-10-01,0
"Northwest Territories",2008-11-01,0
"Northwest Territories",2008-12-01,0
"Northwest Territories",2009-01-01,0
"Northwest Territories",2009-02-01,0
"Northwest Territories",2009-03-01,0
"Northwest Territories",2009-04-01,0
"Northwest Territories",2009-05-01,0
"Northwest Territories",2009-06-01,0
"Northwest Territories",2009-07-01,0
"Northwest Territories",2009-08-01,0
"Northwest Territories",2009-09-01,0
"Northwest Territories",2009-10-01,0
"Northwest Territories",2009-11-01,0
"Northwest Territories",2009-12-01,0
"Northwest Territories",2010-01-01,0
"Northwest Territories",2010-02-01,0
"Northwest Territories",2010-03-01,0
"Northwest Territories",2010-04-01,0
"Northwest Territories",2010-05-01,0
"Northwest Territories",2010-06-01,0
"Northwest Territories",2010-07-01,0
"Northwest Territories",2010-08-01,0
"Northwest Territories",2010-09-01,1
"Northwest Territories",2010-10-01,0
"Northwest Territories",2010-11-01,0
"Northwest Territories",2010-12-01,0
"Northwest Territories",2011-01-01,1
"Northwest Territories",2011-02-01,0
"Northwest Territories",2011-03-01,1
"Northwest Territories",2011-04-01,0
"Northwest Territories",2011-05-01,0
"Northwest Territories",2011-06-01,0
"Northwest Territories",2011-07-01,0
"Northwest Territories",2011-08-01,0
"Northwest Territories",2011-09-01,0
"Northwest Territories",2011-10-01,0
"Northwest Territories",2011-11-01,0
"Northwest Territories",2011-12-01,0
"Northwest Territories",2012-01-01,0
"Northwest Territories",2012-02-01,0
"Northwest Territories",2012-03-01,0
"Northwest Territories",2012-04-01,1
"Northwest Territories",2012-05-01,0
"Northwest Territories",2012-06-01,0
"Northwest Territories",2012-07-01,0
"Northwest Territories",2012-08-01,0
"Northwest Territories",2012-09-01,0
"Northwest Territories",2012-10-01,0
"Northwest Territories",2012-11-01,0
"Northwest Territories",2012-12-01,0
"Northwest Territories",2013-01-01,0
"Northwest Territories",2013-02-01,0
"Northwest Territories",2013-03-01,0
"Northwest Territories",2013-04-01,0
"Northwest Territories",2013-05-01,0
"Northwest Territories",2013-06-01,0
"Northwest Territories",2013-07-01,0
"Northwest Territories",2013-08-01,0
"Northwest Territories",2013-09-01,0
"Northwest Territories",2013-10-01,0
"Northwest Territories",2013-11-01,0
"Northwest Territories",2013-12-01,0
"Northwest Territories",2014-01-01,0
"Northwest Territories",2014-02-01,0
"Northwest Territories",2014-03-01,0
"Northwest Territories",2014-04-01,0
"Northwest Territories",2014-05-01,0
"Northwest Territories",2014-06-01,0
"Northwest Territories",2014-07-01,0
"Northwest Territories",2014-08-01,0
"Northwest Territories",2014-09-01,0
"Northwest Territories",2014-10-01,0
"Northwest Territories",2014-11-01,0
"Northwest Territories",2014-12-01,0
"Northwest Territories",2015-01-01,0
"Northwest Territories",2015-02-01,0
"Northwest Territories",2015-03-01,0
"Northwest Territories",2015-04-01,0
"Northwest Territories",2015-05-01,0
"Northwest Territories",2015-06-01,0
"Northwest Territories",2015-07-01,0
"Northwest Territories",2015-08-01,0
"Northwest Territories",2015-09-01,0
"Northwest Territories",2015-10-01,0
"Northwest Territories",2015-11-01,0
"Northwest Territories",2015-12-01,0
"Northwest Territories",2016-01-01,0
"Northwest Territories",2016-02-01,0
"Northwest Territories",2016-03-01,0
"Northwest Territories",2016-04-01,0
"Northwest Territories",2016-05-01,0
"Northwest Territories",2016-06-01,0
"Northwest Territories",2016-07-01,0
"Northwest Territories",2016-08-01,0
"Northwest Territories",2016-09-01,0
"Northwest Territories",2016-10-01,0
"Northwest Territories",2016-11-01,0
"Northwest Territories",2016-12-01,0
"Northwest Territories",2017-01-01,0
"Northwest Territories",2017-02-01,0
"Northwest Territories",2017-03-01,0
"Northwest Territories",2017-04-01,0
