"","Dimension_Name","Dimension_Category","Tab","Measure","Year","Value"
"1374","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1375","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2015","33112125"
"1376","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1377","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2017","33677103"
"1378","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1379","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2019","33118098"
"1380","All industries","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1381","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2009","2628097"
"1382","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1383","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2011","1992040"
"1384","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1385","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2013","2066570"
"1386","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1387","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2015","3171358"
"1388","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1389","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2017","3660890"
"1390","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1391","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2019","3012304"
"1392","Agriculture","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1393","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2009","7348"
"1394","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1395","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2011","8007"
"1396","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1397","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2013","9725"
"1398","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1399","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2015","8841"
"1400","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1401","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2017","7566"
"1402","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1403","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2019","6706"
"1404","Construction","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1405","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2009","346"
"1406","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1407","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2011","585"
"1408","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1409","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2013","426"
"1410","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1411","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2015","174"
"1412","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1413","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2017","366"
"1414","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1415","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2019","393"
"1416","Forestry and logging","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1417","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2009","3927431"
"1418","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1419","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2011","3790003"
"1420","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1421","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2013","3966039"
"1422","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1423","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2015","3660492"
"1424","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1425","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2017","3765109"
"1426","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1427","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2019","3781615"
"1428","Manufacturing","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1429","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2009","443093"
"1430","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1431","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2011","417430"
"1432","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1433","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2013","538323"
"1434","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1435","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2015","530367"
"1436","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1437","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2017","587971"
"1438","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1439","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2019","487900"
"1440","Mining and quarrying","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1441","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2009","289158"
"1442","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1443","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2011","342987"
"1444","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1445","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2013","365306"
"1446","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1447","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2015","374764"
"1448","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1449","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2017","415503"
"1450","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1451","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2019","445784"
"1452","Oil and gas extraction and support activities","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1453","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2009","37431"
"1454","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1455","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2011","49974"
"1456","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1457","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2013","61552"
"1458","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1459","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2015","61447"
"1460","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1461","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2017","58645"
"1462","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1463","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2019","53065"
"1464","Transportation and warehousing","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1465","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2009","27182431"
"1466","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2010","NA"
"1467","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2011","24640919"
"1468","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2012","NA"
"1469","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2013","26033209"
"1470","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2014","NA"
"1471","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2015","24319040"
"1472","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2016","NA"
"1473","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2017","24325461"
"1474","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2018","NA"
"1475","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2019","24566011"
"1476","Utilities","Industry","Water Use","Water use (Cubic meters), by industry","2020","NA"
"1477","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","22.590209627151125"
"1478","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010",NA
"1479","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","19.179526183483691"
"1480","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012",NA
"1481","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","19.495732421396163"
"1482","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014",NA
"1483","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","18.199955258795438"
"1484","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016",NA
"1485","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","17.76310326166648"
"1486","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018",NA
"1487","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","16.645330068409603"
"1488","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020",NA
"1489","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","98.01"
"1490","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1491","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","72.680000000000007"
"1492","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1493","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","61.9"
"1494","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1495","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","98.4"
"1496","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1497","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","103.72"
"1498","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1499","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","81.83"
"1500","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1501","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","7.0000000000000007E-2"
"1502","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1503","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","0.06"
"1504","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1505","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","7.0000000000000007E-2"
"1506","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1507","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","0.06"
"1508","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1509","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","0.05"
"1510","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1511","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","0.05"
"1512","Construction","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1513","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","0.11"
"1514","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1515","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","0.15"
"1516","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1517","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","0.11"
"1518","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1519","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","0.04"
"1520","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1521","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","0.09"
"1522","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1523","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","0.11"
"1524","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1525","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","23.61"
"1526","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1527","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","21"
"1528","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1529","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","21.73"
"1530","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1531","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","19.37"
"1532","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1533","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","19.55"
"1534","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1535","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","19.05"
"1536","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1537","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","19.98"
"1538","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1539","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","14.55"
"1540","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1541","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","17.96"
"1542","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1543","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","16.14"
"1544","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1545","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","16.79"
"1546","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1547","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","14.56"
"1548","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1549","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","3.38"
"1550","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1551","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","3.49"
"1552","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1553","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","3.61"
"1554","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1555","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","3.51"
"1556","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1557","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","3.56"
"1558","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1559","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","3.58"
"1560","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1561","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","0.56999999999999995"
"1562","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1563","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","0.71"
"1564","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1565","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","0.85"
"1566","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1567","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","0.78"
"1568","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1569","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","0.68"
"1570","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1571","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","0.59"
"1572","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1573","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2009","724.4"
"1574","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2010","NA"
"1575","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2011","626.33000000000004"
"1576","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2012","NA"
"1577","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2013","667.57"
"1578","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2014","NA"
"1579","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2015","599.91"
"1580","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2016","NA"
"1581","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2017","580.32000000000005"
"1582","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2018","NA"
"1583","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2019","561.66"
"1584","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of GDP), by industry","2020","NA"
"1585","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","2.0853889043597009"
"1586","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010",NA
"1587","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","1.8322469099260887"
"1588","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012",NA
"1589","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","1.8988055414878589"
"1590","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014",NA
"1591","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","1.8192440704608281"
"1592","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016",NA
"1593","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","1.7954897235624983"
"1594","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018",NA
"1595","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","1.6978337534585353"
"1596","All industries","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020",NA
"1597","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","7.77"
"1598","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1599","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","5.96"
"1600","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1601","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","5.87"
"1602","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1603","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","9.69"
"1604","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1605","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","10.97"
"1606","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1607","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","8.99"
"1608","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1609","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","0.01"
"1610","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1611","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","0.01"
"1612","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1613","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","0.01"
"1614","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1615","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","0.01"
"1616","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1617","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","0.01"
"1618","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1619","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","0"
"1620","Construction","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1621","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","0.01"
"1622","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1623","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","0.02"
"1624","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1625","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","0.01"
"1626","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1627","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","0.01"
"1628","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1629","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","0.01"
"1630","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1631","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","0.01"
"1632","Forestry and logging","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1633","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","2.52"
"1634","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1635","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","2.4"
"1636","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1637","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","2.57"
"1638","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1639","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","2.36"
"1640","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1641","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","2.37"
"1642","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1643","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","2.33"
"1644","Manufacturing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1645","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","8.9499999999999993"
"1646","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1647","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","7.44"
"1648","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1649","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","7.59"
"1650","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
